WI0026654,110010848333,SEVASTOPOL SD NO. 1 WWTF,"NW 1/4 OF THE SW 1/4 OF SECTION 18, TOWNSHIP 28 NO",STURGEON BAY,WI,POTW,N,1,No,44.90869,-87.26296,Y,CWA-UNK-MN-N.png,,,,40301020109,,,
WI0026689,110010887870,"FONKS HOME CENTER INC., HARVEST VIEW ESTATES",15941 DURAND AVE,UNION GROVE,WI,NON-POTW,N,1,No,42.68871,-87.99221,Y,CWA-UNK-MN-2.png,,,612,40400020202,,,
WI0027995,110039973614,PLOVER WASTEWATER TREATMENT FACILITY,"4496 COOLIDGE AVE, PLOVER, WI",PLOVER,WI,POTW,M,5,No,44.456939,-89.58919,Y,CWA-IC-MJ-3.png,5,,782,70700030304,70700030304,"Mercury|Solids, total suspended",1190.73156
WI0028011,110010887558,NORTH FREEDOM WASTEWATER TREATMENT FACILITY,"LAGOON ROAD, NORTH FREEDOM, WISCONSIN",NORTH FREEDOM,WI,POTW,N,1,No,43.453472,-89.853639,Y,CWA-UNK-MN-4.png,,,1389,70700040304,,,
WI0028291,110002321185,UNION GROVE VILLAGE,3710 67TH DRIVE,UNION GROVE,WI,POTW,M,4,No,42.689384,-88.032249,Y,CWA-IC-MJ-3.png,6,,1004,40400020201,,"BOD, 5-day, 20 deg. C|Chloride",1629458.226
WI0028321,110010887647,SHULLSBURG WASTEWATER TREATMENT FACILITY,"780 WEST WATER STREET, SHULLSBURG, WISCONSIN",SHULLSBURG,WI,POTW,N,1,No,42.595139,-90.238194,Y,CWA-UNK-MN-3.png,,,1091,70600050303,70600050303,,
WI0028452,110008237372,WOLF TREATMENT PLANT,"N4802 RIVER BEND ROAD, SHAWANO, WISCONSIN",SHAWANO,WI,POTW,M,1,No,44.7675,-88.619028,Y,CWA-IC-MJ-1.png,,,187,40302020901,,,98044.4701
WI0028541,110039964376,WATERTOWN WASTEWATER TREATMENT FACILITY,800 HOFFMAN DR,WATERTOWN,WI,POTW,M,1,No,43.18474,-88.734527,Y,CWA-IC-MJ-2.png,,,621,70900011103,70900011103,,107914.7631
WI0028703,110000570301,KENOSHA WASTEWATER TREATMENT FACILITY,7834 3RD  AVENUE,KENOSHA,WI,POTW,M,2,No,42.558611,-87.815,Y,CWA-IC-MJ-1.png,1,,257,40400020401,40400020401,Ammonia,0
WI0028754,110002050431,WESTERN RACINE COUNTY SEWERAGE DISTRICT,1020 NORTH RIVER ROAD,ROCHESTER,WI,POTW,M,1,No,42.7417,-88.2278,Y,CWA-IC-MJ-1.png,,,110,71200060707,71200060707,,56965.42226
WI0028819,110002321201,SOUTH MILWAUKEE WASTEWATER TREAT FACILITY,3003 FIFTH AVE,SOUTH MILWAUKEE,WI,POTW,M,3,Yes,42.90061,-87.85209,Y,CWA-NC-MJ-1.png,,,179,40400020101,,,214396.1914
WI0029131,110010887282,BARNEVELD WASTEWATER TREATMENT FACILITY,"SOUTH JONES STREET, BARNEVELD, WISCONSIN",BARNEVELD,WI,POTW,N,1,Yes,42.957222,-89.898417,Y,CWA-NC-MN-5.png,,,1742,70900030602,,,
WI0029394,110000736133,RIVER FALLS MUNICIPAL UTILITY  WWTF,"432 APOLLO RD, RIVER FALLS, WI",RIVER FALLS,WI,POTW,M,1,No,44.862976,-92.639568,Y,CWA-IC-MJ-1.png,,,55,70300051105,70300051105,,130152.0365
WI0029572,110002321210,STEVENS POINT WASTEWATER TREATMENT FACILITY,"301 BLISS AVE., STEVENS POINT, WI",STEVENS POINT,WI,POTW,M,1,No,44.51189,-89.58493,Y,CWA-IC-MJ-2.png,,,565,70700030304,,,372892.7844
WI0029581,110039958409,LA CROSSE CITY,905 JOSEPH HOUSKA DR,LA CROSSE,WI,POTW,M,2,No,43.800139,-91.259583,Y,CWA-IC-MJ-1.png,1,,69,70400060502,,pH,689161.4397
WI0029611,110010409735,WI ACADEMY WASTEWATER TREATMENT FACILITY,N 2355 DUBORG ROAD,COLUMBUS,WI,NON-POTW,N,4,No,43.363028,-89.052,Y,CWA-UNK-MN-G.png,,,2164,70900010704,70900010704,,
WI0029963,110010886880,GLEN FLORA VILLAGE OF,"INTERSECTION OF PRENTICE AND THIRD STREET, GLEN FL",GLEN FLORA,WI,POTW,N,1,No,45.49867,-90.89182,Y,CWA-UNK-MN-5.png,,,1678,70500010801,70500010801,,
WI0029971,110000555097,WAUKESHA CITY,600 SENTRY DR,WAUKESHA,WI,POTW,M,3,No,42.99665,-88.24901,Y,CWA-IC-MJ-2.png,2,,719,71200060105,,"Oxygen|Solids, total suspended",15213715.97
WI0030031,110002050459,PLYMOUTH CITY UTIL COMMISSION WWTF,COUNTY HWY PP,PLYMOUTH,WI,POTW,M,3,No,43.729472,-87.969917,Y,CWA-IC-MJ-3.png,1,,941,40301010903,,Phosphorus,21754.6446
WI0030252,110010886933,SOMERSET WASTEWATER TREATMENT FACILITY,"800 SPRING STREET, SOMERSET, WI",SOMERSET,WI,POTW,N,1,No,45.13118,-92.68612,Y,CWA-UNK-MN-2.png,,,438,70300050809,,,
WI0030350,110039977317,JANESVILLE WASTEWATER UTILITY,3300 W. TRIPP RD,JANESVILLE,WI,POTW,M,1,No,42.636444,-89.063056,Y,CWA-IC-MJ-1.png,,,181,70900021303,70900021303,,325431.69
WI0030481,110010848725,"MHC RAINBOW LAKE, LLC","19990 128TH ST., BRISTOL, WI",BRISTOL,WI,NON-POTW,N,1,Yes,42.49554,-88.048562,Y,CWA-NC-MN-2.png,,,656,71200040201,,,
WI0030490,110010886997,WAUPACA WASTEWATER TREATMENT FACILITY,"325 S. OBORN STREET, WAUPACA, WISCONSIN",WAUPACA,WI,POTW,M,1,No,44.35469,-89.07486,Y,CWA-IC-MJ-2.png,,,710,40302021809,,,23090.68505
WI0030627,110010887022,JAMESTOWN SANITARY DISTRICT NO 2 WWTF,"WOODLAND LANE, SWQ, NEQ, SEC 28, T1N, R2W, MARYVIL",KIELER,WI,POTW,N,1,No,42.5303,-90.61089,Y,CWA-UNK-MN-4.png,,,1385,70600050201,,,
WI0030643,110016951039,RIDGEWAY COUNTRY CLUB INC WWTF,2913 HWY 150,NEENAH,WI,POTW,N,1,No,44.196722,-88.554583,Y,CWA-IC-MN-G.png,,,3628,40302022105,,,
WI0030651,110039972063,PESHTIGO CITY WWTF,HARBOR RD,PESHTIGO,WI,POTW,M,2,No,45.028083,-87.731278,Y,CWA-IC-MJ-1.png,3,,334,40301050606,,Chlorine,0
WI0030767,110002052126,ASHLAND SEWAGE UTILITY,"1901 KNIGHT ROAD, ASHLAND, WISCONSIN",ASHLAND,WI,POTW,M,3,Yes,46.59509,-90.84967,Y,CWA-NC-MJ-2.png,3,,474,40103011105,,pH,64188.97087
WI0030881,110010887102,WATERLOO WASTEWATER TREATMENT FACILITY,"401 HENDRICKS STREET, WATERLOO, WISCONSIN",WATERLOO,WI,POTW,N,2,Yes,43.187636,-88.984465,Y,CWA-NC-MN-2.png,,,565,70900010804,70900010804,,
WI0030911,110010886498,"BROOKVIEW MOBILE HOME COURT, LLC","W4300 HWY 14 & 61, RT. 3, LA CROSSE, WI",LA CROSSE,WI,NON-POTW,N,1,No,43.756917,-91.120056,Y,CWA-UNK-MN-5.png,,,1790,70600010501,,,
WI0031054,110010892392,PLYMOUTH TOWN SANITARY DISTRICT #1 WWTF,"NEQ, SEQ, SEC 14, T2N, R11E, PLYMOUTH TWP, HANOVER",HANOVER,WI,POTW,N,1,Yes,42.634278,-89.151528,Y,CWA-NC-MN-3.png,,,1055,70900021202,70900021202,,
WI0031186,110010886602,ST JOSEPH SANITARY DISTRICT,"1709 HESS RD., LA CROSSE, WI",LA CROSSE,WI,POTW,N,1,No,42.9908,-87.991188,Y,CWA-UNK-MN-5.png,,,1703,70600010501,,,
WI0031194,110039958631,LAKE MILLS WASTEWATER TREATMENT FACILITY,"308 NORTH CP AVENUE, LAKE MILLS, WISCONSIN",LAKE MILLS,WI,POTW,M,3,No,43.080917,-88.89625,Y,CWA-IC-MJ-3.png,12,,765,70900011003,,"BOD, 5-day, 20 deg. C|Solids, total suspended",16321.49719
WI0031232,110000420946,HEART OF THE VALLEY MSD WWTF,801 THILMANY ROAD,KAUKAUNA,WI,POTW,M,2,No,44.28344,-88.24963,Y,CWA-IC-MJ-2.png,1,,676,40302040205,,Mercury,249786.2991
WI0031402,110039716616,WI DELLS LAKE DELTON SEW COMM,S BOWMAN RD,LAKE DELTON,WI,POTW,M,1,No,43.607361,-89.767528,Y,CWA-IC-MJ-2.png,,,520,70700031906,70700031906,,52008.51257
WI0031461,110000762443,WALWORTH COUNTY METRO,975 W WALWORTH AVE,DELAVAN,WI,POTW,M,1,No,42.63371,-88.66351,Y,CWA-IC-MJ-1.png,,,165,70900021406,,,7455.78192
WI0031470,110039970608,NORWAY TN SANITARY DISTRICT 1 WWTF,STH 36,WIND LAKE,WI,POTW,M,4,No,42.8111,-88.1632,Y,CWA-IC-MJ-1.png,4,,180,71200060304,71200060304,Chloride,1367598.589
WI0031496,110010886719,SALEM UTILITY DISTRICT NO 2,COUNTY HWY C,SALEM,WI,POTW,M,1,No,42.508266,-88.155999,Y,CWA-IC-MJ-2.png,,,494,71200061006,,,41053.1001
WI0031941,110039723671,LYONS SANITARY DISTRICT NO 2,5996 CLEARWATER CT,WALWORTH COUNTY,WI,POTW,N,1,No,42.64633,-88.357657,Y,CWA-UNK-MN-2.png,,,697,71200060604,71200060604,,
WI0031950,110010886292,BLENKER SHERRY SANITARY DISTRICT WWTF,"3861 CTH N, MILLADORE, WI",SHERRY,WI,POTW,N,1,No,44.581194,-89.914389,Y,CWA-UNK-MN-4.png,,,1308,70700030202,,,
WI0035581,110005535162,RIB MOUNTAIN METRO SEWAGE DISTRICT WWTF,"2001 ASTER ROAD, WAUSAU, WI",SCHOFIELD,WI,POTW,M,1,No,44.86561,-89.65977,Y,CWA-IC-MJ-1.png,,,320,70700021803,,,436934.9138
WI0036021,110002051528,FONTANA WALWORTH WATER POLLUTION CONT. COMM,"N840 CHILSON ROAD WALWORTH, WI",WALWORTH,WI,POTW,M,5,Yes,42.52166,-88.66843,Y,CWA-NC-MJ-2.png,6,,367,70900060303,,"Ammonia|Chloride|Solids, total suspended",1817444.991
WI0036188,110010885970,STOCKBRIDGE-MUNSEE INDIAN TR,W13817 COUNTY HWY A,BOWLER,WI,POTW,N,12,Yes,44.861606,-88.984425,Y,CWA-NC-MN-G.png,3,,7380,40400030606,,Ammonia|Oxygen,7008.238678
WI0036498,110010886014,LAC DU FLAMBEAU INDIAN TRIBE,P.O. BOX 67,LAC DU FLAMBEAU,WI,POTW,N,2,No,45.882688,-89.985649,Y,CWA-IC-MN-N.png,8,,,,,"Solids, suspended percent removal|Solids, total suspended",3421.13878
WI0036544,110010886050,BAD RIVER BAND,P.O. BOX 39,ODANAH,WI,POTW,N,10,Yes,46.592276,-90.649022,Y,CWA-NC-MN-2.png,2,,376,,,E. coli,7925.437489
WI0036579,110010886041,BAD RIVER INDIAN RESERVATION,P.O. BOX 39,BIRCH HILL,WI,POTW,N,10,Yes,46.513,-90.556,Y,CWA-NC-MN-2.png,24,,376,40103020505,40103020505,"BOD, 5-day, 20 deg. C|BOD, 5-day, percent removal|E. coli|Oxygen|Solids, suspended percent removal",43702.27833
WI0036587,110010886050,BAD RIVER BAND,P.O. BOX 39,ODANAH,WI,POTW,N,11,Yes,46.592276,-90.649022,Y,CWA-NC-MN-2.png,147,,376,,,"BOD, 5-day, 20 deg. C|BOD, 5-day, percent removal|E. coli|Oxygen|Phosphorus|Solids, suspended percent removal|Solids, total suspended|pH",8408.715883
WI0036706,110039965473,CLAYTON VILLAGE OF,"NORTH PRENTICE STREET, CLAYTON, WISCONSIN",CLAYTON,WI,POTW,N,1,No,45.348778,-92.170111,Y,CWA-UNK-MN-5.png,,,1788,70300050705,70300050705,,
WI0036820,110002051421,MILWAUKEE METRO SEW DIST COMBI,8500 SOUTH FIFTH ST,MILWAUKEE,WI,POTW,M,5,Yes,43.03093,-87.91458,Y,CWA-NC-MJ-1.png,12,,61,40400020101,,"Coliform, fecal general|Mercury",11295954.47
WI0037842,110007333242,NEENAH PAPER INC NEENAH MILL,135 N COMMERCIAL ST,NEENAH,WI,NON-POTW,M,3,Yes,44.188073,-88.460072,Y,CWA-NC-MJ-2.png,3,,430,40302040201,,Copper,107767.8243
WI0037991,110000544233,NEWPAGE CORPORATION - WATER QUALITY CENTER,2811 FIFTH AVENUE NORTH,WISCONSIN RAPIDS,WI,NON-POTW,M,6,No,44.42328,-89.831663,Y,CWA-IC-MJ-2.png,6,,426,70700030701,70700030701,Chlorine|Copper,6334807.048
WI0038938,110032664070,PLYMOUTH TUBE CO EAST TROY & TRENT PLANTS,2056 YOUNG ST,EAST TROY,WI,NON-POTW,M,2,No,42.786721,-88.392144,Y,CWA-IC-MJ-5.png,,,1810,71200060502,71200060502,,0
WI0040223,110000422560,DAIRYLAND POWER COOP ALMA 6,JP MADGETT GENERATING STATION,ALMA,WI,NON-POTW,M,2,No,44.307972,-91.910973,Y,CWA-IC-MJ-3.png,1,,738,70400030604,70400030604,"Solids, total suspended",5976.785634
WI0042218,110001926596,WISCONSIN THERMOSET MOLDING INC,900 E VIENNA AVE,MILWAUKEE,WI,NON-POTW,N,1,Yes,43.0858,-87.8989,Y,CWA-NC-MN-1.png,,,159,40400030606,,,
WI0042765,110064649153,WI PUBLIC SERV CORP WESTON 3,2501 MORRISON AVE,ROTHSCHILD,WI,NON-POTW,M,3,No,44.861639,-89.655139,Y,CWA-IC-MJ-3.png,3,,793,70700021803,70700021803,Chlorine,7.377990485
WI0046868,110010885453,MENOMINEE TRIBAL ENTERPRISE,P.O. BOX 10,NEOPIT,WI,POTW,N,7,Yes,45.016215,-88.896986,Y,CWA-NC-MN-G.png,3,,8998,40302020504,,pH,12616.62296
WI0049727,110015656663,RED CLIFF BAND WWTF,88385 PIKE ROAD,BAYFIELD,WI,POTW,N,10,Yes,46.85083,-90.79089,Y,CWA-NC-MN-N.png,36,,,40103011003,,"E. coli|Mercury|Phosphorus|Solids, suspended percent removal|Solids, total suspended",6340.566963
WI0049760,110010885060,POPLAR VILLAGE OF,"10435E BAYFIELD ROAD, POPLAR, WISCONSIN",POPLAR,WI,POTW,N,1,Yes,46.5898,-91.7608,Y,CWA-NC-MN-4.png,,,1347,40103010602,40103010602,,
WI0058424,110010884221,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,POTW,N,12,Yes,45.555833,-88.922823,Y,CWA-NC-MN-3.png,10,,943,,,"BOD, carb-5 day, 20 deg C, percent removal|BOD, carbonaceous [5 day, 20 C]|Solids, suspended percent removal|pH",518.9012424
WI0058432,110010884221,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,POTW,N,12,Yes,45.555833,-88.922823,Y,CWA-NC-MN-3.png,3,,943,,,E. coli|pH,1437.15478
WI0059048,110031276241,CALAMITY KNOLL FARM,9819 S GUSTAFSON RD,CLINTON,WI,NON-POTW,N,3,Yes,42.53488,-88.91414,Y,CWA-SNC-MN-2.png,,1,433,70900021408,,,
WI0059366,110040433411,ARCAND POULTRY FARM INC,"809  5TH AVENUE, CLEAR LAKE, WISCONSIN","BLACK BROOK, TOWN OF",WI,NON-POTW,N,1,Yes,45.21657,-92.32667,Y,CWA-NC-MN-2.png,,,705,70300051003,,,
WI0061506,110040441705,ZAHNS FARMS LLC,"6661 MUELLER HILL RD, GILLETT, WI 54124","GILLETT, TOWN OF",WI,NON-POTW,N,1,Yes,44.917537,-88.347461,Y,CWA-NC-MN-5.png,,,1689,,,,
WI0062651,110041249690,VIR CLAR FARMS LLC,N5119 COUNTY RD K,"EMPIRE, TOWN OF",WI,NON-POTW,N,1,Yes,43.726634,-88.401821,Y,CWA-NC-MN-3.png,,,734,40301011101,,,
WI0062847,110020145190,ST. CROIX TRIBAL COUNCIL,BIG SAND LAKE/WEST HERTEL WWTF,WEBSTER,WI,POTW,N,9,No,45.810738,-92.205262,Y,CWA-IC-MN-N.png,10,,,70300010502,70300010502,"Copper|E. coli|Oxygen|Solids, suspended percent removal|pH",415.7085245
WI0062944,110041249814,MLSNA EAST TOWN DAIRY LLC,9785 OGDER AVE,"JEFFERSON, TOWN OF",WI,NON-POTW,N,1,Yes,43.73786,-90.79397,Y,CWA-NC-MN-G.png,,,2210,70700060202,,,
WI0063657,110041254665,BLAKEN FARMS LLC,W13887 CTY RD D,"MELROSE, TOWN OF",WI,NON-POTW,N,1,Yes,44.17524,-91.02424,Y,CWA-NC-MN-G.png,,,2225,70400071203,70400071203,,
WI0063754,110041254745,ARCTIC VIEW FARMS,"N17388 CTY ROAD T, GALESVILLE, WI 54630","GALE, TOWN OF",WI,NON-POTW,N,1,Yes,44.105388,-91.340399,Y,CWA-NC-MN-G.png,,,1896,,,,
WI0064416,110041919555,DEANS EGGS NATURE LINK FARMS LLC,N5485 HARVEY ROAD,JEFFERSON,WI,NON-POTW,N,1,Yes,43.04355,-88.87663,Y,CWA-NC-MN-N.png,,,,70900011005,,,
WI0064432,110043480943,PFAFF PRAIRIE FARMS,"N1497 STATE ROAD 108 MELROSE, WI 54642","MELROSE, TOWN OF",WI,NON-POTW,N,1,Yes,44.121426,-91.032601,Y,CWA-NC-MN-2.png,,,688,70400071205,70400071205,,
WI0064718,110070010951,RICHLAND CENTER RENEWABLE ENERGY,"CTH ""RC"" AND BOHMANN DRIVE",RICHLAND,WI,NON-POTW,N,1,Yes,44.533932,-88.094504,Y,CWA-NC-MN-1.png,,,199,,,,
WI0064751,110046339306,LUCKWALDT AGRICULTURE INC,2606 COUNTY HIGHWAY D,"BALDWIN, TOWN OF",WI,NON-POTW,N,1,Yes,45.003412,-92.276796,Y,CWA-NC-MN-5.png,,,1657,70300051002,70300051002,,
WI0065196,110055640980,KANE FAMILY FARM,4367 LARK ROAD,"MORRISON, TOWN OF",WI,NON-POTW,N,2,No,44.31306,-87.90955,Y,CWA-IC-MN-4.png,,1,1110,40301010202,,,
WI0065226,110069591560,FITZ PINE DAIRY FARM INC,"11405 COUNTY ROAD F, NEWTON, WI 53063","NEWTON, TOWN OF",WI,NON-POTW,N,1,Yes,43.949697,-87.821679,Y,CWA-NC-MN-N.png,,,,,,,
WI0065234,110064581509,NORTH SIDE GENETICS LLC,3679 WOOD ROAD,"FENNIMORE, TOWN OF",WI,NON-POTW,N,1,Yes,43.006537,-90.602757,Y,CWA-NC-MN-2.png,,,423,70700051402,,,
WI0065251,110000850810,GREEN BAY METROPOLITAN SEWERAGE DISTRICT,2231 N QUINCY ST,GREEN BAY,WI,NON-POTW,M,1,No,44.53348,-87.99401,Y,CWA-IC-MJ-3.png,,,1018,40302040401,,,774876.0497
WI0065820,110041254736,STEVEN BRAND,W5895 HWY 63,ELLSWORTH,WI,NON-POTW,N,1,Yes,44.7341,-92.4677,Y,CWA-NC-MN-N.png,,,,,,,
WI0071307,110027989595,WOLF RIVER RANCH WWTF,MENOMINEE INDIAN RESERVATION,SHAWANO COUNTY,WI,POTW,N,7,Yes,44.781301,-88.603015,Y,CWA-SNC-MN-2.png,163,1,557,,,"Ammonia|BOD, carbonaceous [5 day, 20 C]|Oxygen|Phosphorus|Solids, total suspended|pH",0
WI0071315,110027989602,KESHENA WWTF,MENONMINEE INDIAN RESERVATION,KESHENA,WI,POTW,N,6,Yes,44.893249,-88.592349,Y,CWA-SNC-MN-2.png,115,1,557,,,"Ammonia|Oxygen|Phosphorus|Solids, total suspended|pH",22283.9
WI0071323,110027989611,ONEIDA WWTF,ONEIDA INDIAN RESERVATION,ONEIDA,WI,POTW,N,9,No,44.495984,-88.217863,Y,CWA-UNK-MN-N.png,5,,,,,"Phosphorus|Solids, total suspended",3205.837912
WI0071501,110064633794,SOKAOGON CHIPPEWA WASTEWATER TREATMENT SYSTEM,3051 SAND LAKE ROAD,CRANDON,WI,POTW,N,3,No,45.484938,-88.963972,Y,CWA-IC-MN-3.png,8,,941,40302020104,,Ammonia,1629.425517
WI0073041,110010890839,LAC COURTE OREILLES,13394 WEST TREPANIA ROAD,HAYWARD,WI,POTW,N,2,No,45.94179,-91.36114,Y,CWA-IC-MN-N.png,,,,70500010401,,,0
WIA000021,110067029655,BRENNAN FARM,N967 HIGHWAY 120,LAKE GENEVA,WI,,,1,Yes,42.60563,-88.42823,Y,CWA-NC-MN-2.png,,1,416,71200060602,,,
WIN000001,110020979217,CITY HALL,", 100 N JEFFERSON ST",GREEN BAY,WI,NON-POTW,N,2,Yes,44.51361,-88.01307,Y,CWA-NC-MN-N.png,,2,,40302040405,,,
WIS065404,110001922947,MILWAUKEE DEPT OF PUBLIC WORKS,841 N BROADWAY,MILWAUKEE,WI,,,1,Yes,43.04182,-87.90815,Y,CWA-NC-MN-2.png,,,607,40400030606,,,
